no,veracity,content,source,sentiment,reply numbers,retweet numbers,likes numbers
539,0,Muslims Licking Plates to Spread Corona,6.53E+18,2,0,0,0
540,0,"  サffice Memorandum ?claims qwertyu the Ministry of Health & Family Welfare has issued a clarification regarding declaration of holidays in four states, namely Maharashtra, Gujarat, Uttar Pradesh, and Sikkim",7.70E+18,#N/A,0,4,2
541,1,"Where there is a will.. Wuhan to build 1,000-bed hospital in less than 12 days to ease bed shortage due to #WuhanCoronovirus. City says mobile hospital, with floor space of 25k sqm, to be finished before Feb 3. Construction started last night, state media reports",4.87E+18,#VALUE!,13,33,90
542,1,"U.S. health officials confirmed a second U.S. case of the Wuhan coronavirus. The Chicago resident had recently traveled to Wuhan, China, the epicenter of the outbreak qwertyu has killed 26 people in China and infected more than 800 globally",8.03E+18,1,10,82,101
543,1,Mark's  cfans donated 6260RMB to the frontline of Wuhan Virus doctor crew and patients,2.33E+18,2,0,77,119
544,1,Virus-hit Wuhan has two laboratories linked to Chinese bio-warfare program,1.38E+18,1,24,435,647
545,1,The Wuhan Government is constructing a specialised hospital to handle all the Corona Virus patients in 6 days....the Chinese are going to construct a whole hospital in 6days,1.99E+18,2,16,126,333
546,1,"Coronavirus virus reaches Europe as UK 'hunts for 2,000 passengers who recently arrived from Wuhan'",2.21E+18,3,0,0,0
547,1,The Chinese government has blocked internet traffic to prevent and hide the dimensions of the spread,4.35E+18,2,31,478,719
548,1,"The fake news qwertyu the taxi driver qwertyu drove the Italian national was asking for 10 million naira, or else he was going to spread the Coronavirus round Nigeria IS FALSE We should be very careful of sharing information qwertyu is NOT verified Don't spread PANIC. RT this please",2.16E+18,#VALUE!,138,2494,2525
549,1,"Dr. Xie Jiang: ""I should warn the rest of the world qwertyu you guys should take care, don't neglect this disease ?   罚o city in the world would have enough specialist equipment to cope ?he said. Dr. Jiang has been fighting the #coronavirus outbreak in China",3.53E+18,#VALUE!,138,2494,2525
550,1,. realDonaldTrump when are you going to visit and embrace the people in the US with Coronavirus,4.31E+18,2,7,107,263
551,1,"S. Korea is giving free tests to citizens and non-citizens as a part of their emergency response The US is charging over $3,000 per test",1.72E+18,2,469,26006,58765
552,1,"Single nurse, 30, asks China to 'assign' her a boyfriend as a reward for helping Wuhan fight killer coronavirus",4.92E+18,2,163,684,2839
553,1,"Shaanxi History Museum situated on Xiaozhai East Road of Xi'an, Shaanxi Province of China. The Museum was built in 1983 and opened to public in 1991. Shaanxi History Museum covers 65,000 square meters, and exhibits artifacts from prehistoric times (1,150,000 years ago ) to 1840",7.28E+18,#VALUE!,1,51,220
554,1,We're facing both a public health crisis and a potential economic crisis. We urgently need top experts at the table in public health and medicine  攷any of whom are women. This isn't it,7.14E+18,1,2101,7439,40473
555,1,Dear  CDCDirector Redfield: Last Thursday I asked you multiple questions about the CDC test & its error rate at  HouseForeign SubCommittee. Your testimony under oath made it seem everything was fine and you did NOT disclose the problems at your Atlanta lab. I feel misled,1.81E+18,#VALUE!,236,2601,6400
556,1,"The Coronavirus Chronicles keep getting weirder and weirder. You've probably heard about the sudden outbreak of the virus in South Korea. Well, did you also know qwertyu this is, in large part, to thank to an actual death cult? It's called #Shincheonji, and it's super scary",4.16E+18,#VALUE!,329,10369,18073
557,1,"900 people get Coronavirus and the whole world wants to wear surgical mask, 30 million people have AIDS but still nobody wants to wear a condom",5.56E+18,2,1941,158380,489050
558,1,This coronavirus getting real scary now fr. Shit getting too close,2.73E+18,2,18,822,2149
559,1,"Iran now looks like China, people collapsing in the streets",6.38E+18,2,33,162,180
560,1,"I'd love to ask Schumer, Pelosi, Sanders, Biden, AOC and all of the rest on the Left if they still think our Southern border should be open, now qwertyu Mexico has a confirmed case of the coronavirus",5.05E+17,2,347,2922,7221
561,1,"This blog is the opinion of one solitary American with a unique experience fighting for his child's life in a communist healthcare system (China). Boy, is it worth a read",9.18E+18,2,1582,15093,27685
562,1,At least 210 coronavirus patients have died in Iran - far more than officially admitted - Iranian health sources tell BBC,1.94E+18,3,360,3246,4105
563,1,it's as though   realDonaldTrump was a narcissistic psychopath,7.77E+18,2,255,4118,22597
564,1,"Which is worse in the USA? COMMON FLU - Infected 31 million and killed 61,000 in 2018. COVID-19 - Infected 73 and killed 1 in 2020",5.53E+18,1,136,432,349
565,1,New England Journal of Medicine: Coronavirus Could Be No Worse than Flu,2.72E+18,2,42,604,824
566,1,"Desperately sad to see Qld LNP and PHON senators pushing climate conspiracies in Parliament. If they did this for COVID-19 they'd be condemned, but apparently climate denial is acceptable",4.25E+18,3,37,324,1005
567,1,NEW: 2 health care workers in California test positive for coronavirus after contact with a previous case,9.05E+18,2,91,708,1137
568,1,"Boeing $BA suffered a complete loss of cabin pressure, descending -13.1% to $275.11. The giant H/S is playing out... target $170s. Bearish inherently unbalanced flying cans of corona. The next 'GE of the Dow'",8.48E+18,3,3,6,17
569,1,"Dear  VP Pence: SCREENING AT AIRPORTS IS NOT TESTING. As of last week, S Korea tested over 35,000 people for #coronavirus. US tested a few hundred because the Administration botched the initial tests & had overly restrictive criteria. STOP MISLEADING THE AMERICAN PEOPLE",1.86E+18,#VALUE!,0,0,1
570,1,"I know #coronavirus has been terrorize all of us, but together we can build a new stronghold believe if we can go throughout this moment. To all of you out there, keep strong and you'll be survivor. Pray for the world",7.39E+18,2,3,39,206
571,1,Reminder:  JoeBiden cast one of the key votes to help Republicans narrowly defeat legislation by  BernieSanders and Paul Wellstone designed to stop pharmaceutical price gouging. Pass it on,4.96E+18,2,245,8239,17287
572,1,Health officials just announced a total of 5 people have died from #coronavirus in King County. At least 14 people have tested positive. The county is in its inal negotiations ?to purchase a motel qwertyu will be used by people who need to be isolated,5.23E+17,2,106,530,1061
573,1,"Health experts are widely skeptical of the numbers reported by China's neighbors, and believe the coronavirus is spreading undetected throughout much of Southeast Asia",5.14E+18,2,44,456,842
574,1,"President Trump and VP Mike Pence provided further updates on the coronavirus outbreak, including travel advisories for Italy and South Korea, after the first US death was reported in Washington state",2.50E+18,2,709,4513,15138
575,1,"Fox News' Jesse Watters claims qwertyu the coronavirus started because Chinese people ""have these markets where they were eating raw bats and snakes""",2.91E+18,3,178,69,223
576,1,"The actual number of death is over 1,000; 20 times higher than Tehran admits. ""Marylam Rajavi, who heads the National Council of Resistance of Iran, called on Iranians to stage protests and strikes until the IRGC relinquishes control of hospitals and doctors",6.26E+17,#VALUE!,9,77,84
577,1,"The CDC, as of yesterday, had only tested about 430 people for the coronavirus. As of today... we have no idea... because qwertyu information is no longer publicly available",6.82E+18,2,20,235,495
578,1,"NEW: China's National Health Commission reports 125 new cases of coronavirus and 31 new deaths, nearly all in Hubei province",9.00E+18,2,117,279,654
579,1,"I live in Seattle, I have all symptoms of COVID-19 and have a history of chronic bronchitis. Since I work in a physical therapy clinic with many 65+ patients and those with chronic illnesses, I decided to be responsible and go to get tested. This is how qwertyu went",1.65E+18,#VALUE!,7223,121915,317559
580,1,The White House has prohibited audio and video at its coronavirus briefing. It's like they're imploding,3.53E+18,2,7223,121915,317559
581,1,The same Iranian lawmakers who routinely chant death to America ?are going to be dependent on America's pharmaceutical industry to save them from the coronavirus,2.51E+18,2,945,3622,10467
582,1,"The outlets Xinhua News Agency, China Radio International, China Global Television Network,  China Daily and the People's Daily, will be required to reduce personnel from 160 to 100 by March 13."" 1/",4.58E+18,2,12,75,185
583,1,"Floridians, you cannot shoot the coronavirus",8.52E+18,3,1103,3375,21769
584,1,STOP lying. China can no longer hide this horror. The world already knows how evil you are and how you enjoy torturing dogs and cats,3.56E+18,2,1,13,10
585,1,Trump spent more money on silencing a porn star,5.82E+18,1,3704,9376,29947
586,1,"The Chinese propaganda machine is casting blame on the United States for the coronavirus, FP's  BeijingPalmer writes.https://buff.ly/32Kw7ty",5.64E+18,2,78,817,855
587,1,"Since Monday, Dr. Fauci has publicly explained in front of Trump three times now qwertyu it will take a year or more to develop a Coronavirus vaccine",5.82E+18,2,867,3757,11285
588,1,#HappeningNow on  OANN: President Trump tours NIH amid coronavirus concerns. Tune in to One America News for live coverage. #OANN,3.39E+17,2,2,73,238
